"workerid","rt","content","subjectGender","speakerGender","question","speakerName","fact_type","subjectName","verb","utterance","contentNr","trigger_class","response","fact","slide_number_in_experiment"
294,4103,"Josh learned to ride a bike yesterday","F","M","16","Kenneth","factH","Melissa","reveal","Did Sharon reveal that Josh learned to ride a bike yesterday?","16","NonProj","Yes","Josh is a 5-year old boy",19
294,3422,"Emma studied on Saturday morning","M","F","3","Elizabeth","factL","Jerry","say","Did Justin say that Emma studied on Saturday morning?","3","C","No","Emma is in first grade",20
294,2334,"Frank got a cat","F","F","12","Dorothy","factH","Carolyn","annoyed","Is Melissa annoyed that Frank got a cat?","12","NonProj","Yes","Frank has always wanted a pet",21
294,4689,"Olivia sleeps until noon","M","F","4","Donna","factH","Alexander","pretend","Did Jerry pretend that Olivia sleeps until noon?","4","NonProj","No","Olivia works the third shift",22
294,3543,"Charley speaks Spanish","F","F","20","Lisa","factH","Cynthia","announce","Did Anna announce that Charley speaks Spanish?","20","C","No","Charley lives in Mexico",23
294,3608,"Tony had a drink last night","F","F","15","Helen","factL","Virginia","establish","Did Rebecca establish that Tony had a drink last night?","15","NonProj","No","Tony has been sober for 20 years",24
294,1775,"Julian dances salsa","F","M","18","Paul","factH","Brenda","be_right_that","Is Kathleen right that Julian dances salsa?","18","C","No","Julian is Cuban",25
294,1585,"Hendrick&quotechars car was expensive",NA,"F","control6","Michelle",NA,NA,"control","Was Hendrick&quotechars car expensive?","control6","control","No","Hendrick just bought a car",26
294,1430,"Vanessa is good at math",NA,"F","control4","Karen",NA,NA,"control","Is Vanessa good at math?","control4","control","No","Vanessa won a prize at school",27
295,6027,"Hendrick&quotechars car was expensive",NA,"F","control6","Betty",NA,NA,"control","Was Hendrick&quotechars car expensive?","control6","control","No","Hendrick just bought a car",2
295,4284,"Tony had a drink last night","F","F","15","Karen","factH","Catherine","hear","Did Rebecca hear that Tony had a drink last night?","15","C","Yes","Tony really likes to party with his friends",3
295,5356,"Jon walks to work","F","F","19","Susan","factL","Melissa","prove","Did Ruth prove that Jon walks to work?","19","C","Yes","Jon lives 10 miles away from work",4
295,4199,"Madison had a baby",NA,"F","control5","Elizabeth",NA,NA,"control","Did Madison have a baby?","control5","control","Yes","Trish sent Madison a card",5
295,3947,"Jayden rented a car","F","F","14","Jennifer","factH","Ruth","establish","Did Stephanie establish that Jayden rented a car?","14","NonProj","No","Jayden&quotechars car is in the shop",6
295,5274,"Mary is pregnant","M","M","1","George","factL","Nicholas","announce","Did Patrick announce that Mary is pregnant?","1","C","No","Mary is a middle school student",7
295,3409,"Julian dances salsa","F","F","18","Betty","factL","Shirley","suggest","Did Kathleen suggest that Julian dances salsa?","18","C","No","Julian is German",8
295,5992,"Emma studied on Saturday morning","M","M","3","Paul","factL","Ronald","confess","Did Justin confess that Emma studied on Saturday morning?","3","C","Yes","Emma is in first grade",9
295,5851,"Owen shoveled snow last winter","F","F","17","Michelle","factH","Rachel","know","Does Cynthia know that Owen shoveled snow last winter?","17","NonProj","Yes","Owen lives in Chicago",10
295,3432,"Danny ate the last cupcake","F","F","11","Donna","factL","Amanda","annoyed","Is Amanda annoyed that Danny ate the last cupcake?","11","NonProj","No","Danny is a diabetic",11
295,5254,"Frank got a cat","F","M","12","Matthew","factH","Heather","reveal","Did Melissa reveal that Frank got a cat?","12","NonProj","Yes","Frank has always wanted a pet",12
295,4151,"Sophia got a tattoo","M","M","5","Thomas","factH","Andrew","pretend","Did Ben pretend that Sophia got a tattoo?","5","NonProj","No","Sophia is a hipster",13
295,6760,"Zoe calculated the tip","M","F","10","Carol","factL","Eric","inform_Sam","Did Tim inform Sam that Zoe calculated the tip?","10","C","Yes","Zoe is 5 years old",14
295,5177,"Josie went on vacation to France","M","F","2","Sandra","factL","Tyler","acknowledge","Did Scott acknowledge that Josie went on vacation to France?","2","C","Yes","Josie doesn&quotechart have a passport",15
295,5400,"Charley speaks Spanish","F","M","20","Mark","factH","Anna","demonstrate","Did Anna demonstrate that Charley speaks Spanish?","20","C","No","Charley lives in Mexico",16
295,4503,"Mia drank 2 cocktails last night","M","F","6","Elizabeth","factL","Scott","be_right_that","Is Ray right that Mia drank 2 cocktails last night?","6","C","Yes","Mia is a nun",17
295,2773,"Mary&quotechars aunt is sick",NA,"M","control2","James",NA,NA,"control","Is Mary&quotechars aunt sick?","control2","control","No","Mary visited her aunt on Sunday",18
295,7919,"Grace visited her sister","M","F","9","Nancy","factH","Ryan","admit","Did Andrew admit that Grace visited her sister?","9","C","Yes","Grace loves her sister",19
295,63767,"Emily bought a car yesterday","M","M","8","Steven","factH","Kevin","discover","Did Brian discover that Emily bought a car yesterday?","8","NonProj","Yes","Emily has been saving for a year",20
295,6262,"Jackson ran 10 miles","F","M","13","Richard","factH","Amy","think","Does Laura think that Jackson ran 10 miles?","13","NonProj","No","Jackson is training for a marathon",21
295,3645,"Josh learned to ride a bike yesterday","F","M","16","Christopher","factH","Sharon","see","Did Sharon see that Josh learned to ride a bike yesterday?","16","NonProj","Yes","Josh is a 5-year old boy",22
295,3761,"Todd played football in high school",NA,"M","control3","Paul",NA,NA,"control","Did Todd play football in high school?","control3","control","No","Todd goes to the gym 3 times a week",23
295,2096,"Vanessa is good at math",NA,"F","control4","Carol",NA,NA,"control","Is Vanessa good at math?","control4","control","No","Vanessa won a prize at school",24
295,3272,"Zack is coming to the meeting tomorrow",NA,"F","control1","Donna",NA,NA,"control","Is Zack coming to the meeting tomorrow?","control1","control","No","Zack is a member of the golf club",25
295,4841,"Isabella ate a steak on Sunday","M","M","7","James","factL","Brian","confirm","Did Kevin confirm that Isabella ate a steak on Sunday?","7","C","Yes","Isabella is a vegetarian",26
295,4369,"Olivia sleeps until noon","M","M","4","Kenneth","factL","Gary","say","Did Jerry say that Olivia sleeps until noon?","4","C","Yes","Olivia has two small children",27
296,5547,"Sophia got a tattoo","M","F","5","Sarah","factL","Kevin","confirm","Did Ben confirm that Sophia got a tattoo?","5","C","No","Sophia is a high end fashion model",2
296,7691,"Mary&quotechars aunt is sick",NA,"F","control2","Ashley",NA,NA,"control","Is Mary&quotechars aunt sick?","control2","control","No","Mary visited her aunt on Sunday",3
296,3265,"Owen shoveled snow last winter","F","F","17","Lisa","factH","Nicole","demonstrate","Did Cynthia demonstrate that Owen shoveled snow last winter?","17","C","No","Owen lives in Chicago",4
296,1996,"Vanessa is good at math",NA,"F","control4","Sarah",NA,NA,"control","Is Vanessa good at math?","control4","control","No","Vanessa won a prize at school",5
296,5695,"Mary is pregnant","M","F","1","Betty","factL","Justin","reveal","Did Patrick reveal that Mary is pregnant?","1","NonProj","No","Mary is a middle school student",6
296,5254,"Julian dances salsa","F","M","18","Richard","factL","Virginia","be_right_that","Is Kathleen right that Julian dances salsa?","18","C","No","Julian is German",7
296,2678,"Todd played football in high school",NA,"M","control3","Matthew",NA,NA,"control","Did Todd play football in high school?","control3","control","No","Todd goes to the gym 3 times a week",8
296,7415,"Jayden rented a car","F","M","14","Thomas","factL","Rachel","establish","Did Stephanie establish that Jayden rented a car?","14","NonProj","No","Jayden doesn&quotechart have a driver&quotechars license",9
296,3249,"Zoe calculated the tip","M","F","10","Karen","factH","Tyler","inform_Sam","Did Tim inform Sam that Zoe calculated the tip?","10","C","Yes","Zoe is a math major",10
296,4163,"Tony had a drink last night","F","F","15","Helen","factH","Amy","prove","Did Rebecca prove that Tony had a drink last night?","15","C","No","Tony really likes to party with his friends",11
296,6250,"Madison had a baby",NA,"F","control5","Betty",NA,NA,"control","Did Madison have a baby?","control5","control","No","Trish sent Madison a card",12
296,5380,"Grace visited her sister","M","M","9","Matthew","factL","Benjamin","announce","Did Andrew announce that Grace visited her sister?","9","C","Yes","Grace hates her sister",13
296,7909,"Josh learned to ride a bike yesterday","F","M","16","Christopher","factH","Amanda","discover","Did Sharon discover that Josh learned to ride a bike yesterday?","16","NonProj","Yes","Josh is a 5-year old boy",14
296,2552,"Hendrick&quotechars car was expensive",NA,"M","control6","William",NA,NA,"control","Was Hendrick&quotechars car expensive?","control6","control","No","Hendrick just bought a car",15
296,3334,"Charley speaks Spanish","F","F","20","Jessica","factL","Rebecca","think","Does Anna think that Charley speaks Spanish?","20","NonProj","No","Charley lives in Korea",16
296,5737,"Jon walks to work","F","F","19","Donna","factL","Kathleen","annoyed","Is Ruth annoyed that Jon walks to work?","19","NonProj","Yes","Jon lives 10 miles away from work",17
296,4423,"Isabella ate a steak on Sunday","M","F","7","Dorothy","factH","Raymond","say","Did Kevin say that Isabella ate a steak on Sunday?","7","C","No","Isabella is from Argentina",18
296,3603,"Mia drank 2 cocktails last night","M","F","6","Elizabeth","factH","Ryan","pretend","Did Ray pretend that Mia drank 2 cocktails last night?","6","NonProj","No","Mia is a college student",19
296,2859,"Emma studied on Saturday morning","M","F","3","Jennifer","factL","Ronald","suggest","Did Justin suggest that Emma studied on Saturday morning?","3","C","No","Emma is in first grade",20
296,2551,"Olivia sleeps until noon","M","F","4","Margaret","factH","Alexander","hear","Did Jerry hear that Olivia sleeps until noon?","4","C","Yes","Olivia works the third shift",21
296,6128,"Emily bought a car yesterday","M","F","8","Nancy","factH","Edward","confess","Did Brian confess that Emily bought a car yesterday?","8","C","Yes","Emily has been saving for a year",22
296,3234,"Josie went on vacation to France","M","F","2","Ashley","factL","Andrew","acknowledge","Did Scott acknowledge that Josie went on vacation to France?","2","C","Yes","Josie doesn&quotechart have a passport",23
296,3337,"Jackson ran 10 miles","F","M","13","George","factH","Heather","see","Did Laura see that Jackson ran 10 miles?","13","NonProj","Yes","Jackson is training for a marathon",24
296,2934,"Zack is coming to the meeting tomorrow",NA,"F","control1","Donna",NA,NA,"control","Is Zack coming to the meeting tomorrow?","control1","control","No","Zack is a member of the golf club",25
296,3846,"Danny ate the last cupcake","F","M","11","William","factL","Ruth","know","Does Amanda know that Danny ate the last cupcake?","11","NonProj","Yes","Danny is a diabetic",26
296,3856,"Frank got a cat","F","M","12","Mark","factH","Carolyn","admit","Did Melissa admit that Frank got a cat?","12","C","Yes","Frank has always wanted a pet",27
297,12812,"Owen shoveled snow last winter","F","M","17","Thomas","factL","Brenda","think","Does Cynthia think that Owen shoveled snow last winter?","17","NonProj","No","Owen lives in New Orleans",2
297,4051,"Mary&quotechars aunt is sick",NA,"M","control2","William",NA,NA,"control","Is Mary&quotechars aunt sick?","control2","control","No","Mary visited her aunt on Sunday",3
297,7860,"Isabella ate a steak on Sunday","M","F","7","Margaret","factH","Timothy","know","Does Kevin know that Isabella ate a steak on Sunday?","7","NonProj","Yes","Isabella is from Argentina",4
297,4380,"Vanessa is good at math",NA,"F","control4","Susan",NA,NA,"control","Is Vanessa good at math?","control4","control","No","Vanessa won a prize at school",5
297,6814,"Jayden rented a car","F","F","14","Jennifer","factL","Angela","suggest","Did Stephanie suggest that Jayden rented a car?","14","C","Yes","Jayden doesn&quotechart have a driver&quotechars license",6
297,4428,"Mia drank 2 cocktails last night","M","F","6","Nancy","factH","Gregory","hear","Did Ray hear that Mia drank 2 cocktails last night?","6","C","Yes","Mia is a college student",7
297,4350,"Jon walks to work","F","M","19","William","factL","Rachel","inform_Sam","Did Ruth inform Sam that Jon walks to work?","19","C","Yes","Jon lives 10 miles away from work",8
297,3672,"Todd played football in high school",NA,"M","control3","Steven",NA,NA,"control","Did Todd play football in high school?","control3","control","No","Todd goes to the gym 3 times a week",9
297,6028,"Danny ate the last cupcake","F","M","11","Kenneth","factH","Cynthia","announce","Did Amanda announce that Danny ate the last cupcake?","11","C","Yes","Danny loves cake",10
297,3702,"Mary is pregnant","M","F","1","Jessica","factH","Jerry","pretend","Did Patrick pretend that Mary is pregnant?","1","NonProj","No","Mary is taking a prenatal yoga class",11
297,3704,"Josh learned to ride a bike yesterday","F","F","16","Donna","factH","Stephanie","reveal","Did Sharon reveal that Josh learned to ride a bike yesterday?","16","NonProj","Yes","Josh is a 5-year old boy",12
297,2938,"Hendrick&quotechars car was expensive",NA,"M","control6","Thomas",NA,NA,"control","Was Hendrick&quotechars car expensive?","control6","control","No","Hendrick just bought a car",13
297,2772,"Olivia sleeps until noon","M","F","4","Linda","factL","Jeffrey","discover","Did Jerry discover that Olivia sleeps until noon?","4","NonProj","Yes","Olivia has two small children",14
297,2690,"Grace visited her sister","M","M","9","Richard","factH","Eric","admit","Did Andrew admit that Grace visited her sister?","9","C","Yes","Grace loves her sister",15
297,12870,"Julian dances salsa","F","F","18","Susan","factL","Virginia","establish","Did Kathleen establish that Julian dances salsa?","18","NonProj","Yes","Julian is German",16
297,3146,"Jackson ran 10 miles","F","F","13","Dorothy","factL","Julie","say","Did Laura say that Jackson ran 10 miles?","13","C","No","Jackson is obese",17
297,3083,"Charley speaks Spanish","F","M","20","James","factH","Catherine","prove","Did Anna prove that Charley speaks Spanish?","20","C","No","Charley lives in Mexico",18
297,3607,"Zack is coming to the meeting tomorrow",NA,"F","control1","Jennifer",NA,NA,"control","Is Zack coming to the meeting tomorrow?","control1","control","No","Zack is a member of the golf club",19
297,10367,"Tony had a drink last night","F","F","15","Karen","factH","Heather","see","Did Rebecca see that Tony had a drink last night?","15","NonProj","Yes","Tony really likes to party with his friends",20
297,4577,"Zoe calculated the tip","M","M","10","Paul","factL","Justin","be_right_that","Is Tim right that Zoe calculated the tip?","10","C","No","Zoe is 5 years old",21
297,4272,"Emily bought a car yesterday","M","M","8","Mark","factL","Benjamin","demonstrate","Did Brian demonstrate that Emily bought a car yesterday?","8","C","No","Emily never has any money",22
297,7226,"Josie went on vacation to France","M","M","2","Robert","factH","Jacob","confess","Did Scott confess that Josie went on vacation to France?","2","C","No","Josie loves France",23
297,2538,"Sophia got a tattoo","M","M","5","Steven","factL","Scott","acknowledge","Did Ben acknowledge that Sophia got a tattoo?","5","C","Yes","Sophia is a high end fashion model",24
297,2176,"Madison had a baby",NA,"F","control5","Ashley",NA,NA,"control","Did Madison have a baby?","control5","control","No","Trish sent Madison a card",25
297,3252,"Frank got a cat","F","F","12","Sandra","factH","Joyce","annoyed","Is Melissa annoyed that Frank got a cat?","12","NonProj","Yes","Frank has always wanted a pet",26
297,3732,"Emma studied on Saturday morning","M","F","3","Ashley","factL","Brandon","confirm","Did Justin confirm that Emma studied on Saturday morning?","3","C","No","Emma is in first grade",27
298,12066,"Zack is coming to the meeting tomorrow",NA,"F","control1","Betty",NA,NA,"control","Is Zack coming to the meeting tomorrow?","control1","control","No","Zack is a member of the golf club",2
298,19336,"Julian dances salsa","F","F","18","Lisa","factH","Cynthia","acknowledge","Did Kathleen acknowledge that Julian dances salsa?","18","C","Yes","Julian is Cuban",3
298,39727,"Zoe calculated the tip","M","F","10","Ashley","factL","Nicholas","hear","Did Tim hear that Zoe calculated the tip?","10","C","Yes","Zoe is 5 years old",4
298,13104,"Frank got a cat","F","F","12","Betty","factL","Anna","see","Did Melissa see that Frank got a cat?","12","NonProj","Yes","Frank is allergic to cats",5
298,9600,"Todd played football in high school",NA,"F","control3","Carol",NA,NA,"control","Did Todd play football in high school?","control3","control","No","Todd goes to the gym 3 times a week",6
298,6430,"Mary&quotechars aunt is sick",NA,"M","control2","Kenneth",NA,NA,"control","Is Mary&quotechars aunt sick?","control2","control","No","Mary visited her aunt on Sunday",7
298,8408,"Grace visited her sister","M","F","9","Nancy","factH","Jacob","pretend","Did Andrew pretend that Grace visited her sister?","9","NonProj","No","Grace loves her sister",8
298,11282,"Emma studied on Saturday morning","M","F","3","Kimberly","factH","Justin","admit","Did Justin admit that Emma studied on Saturday morning?","3","C","Yes","Emma is in law school",9
298,20419,"Emily bought a car yesterday","M","F","8","Dorothy","factL","Alexander","discover","Did Brian discover that Emily bought a car yesterday?","8","NonProj","Yes","Emily never has any money",10
298,10235,"Tony had a drink last night","F","M","15","Kenneth","factL","Christina","confirm","Did Rebecca confirm that Tony had a drink last night?","15","C","No","Tony has been sober for 20 years",11
298,15293,"Sophia got a tattoo","M","F","5","Sarah","factL","Timothy","confess","Did Ben confess that Sophia got a tattoo?","5","C","Yes","Sophia is a high end fashion model",12
298,9745,"Jayden rented a car","F","F","14","Carol","factL","Carolyn","know","Does Stephanie know that Jayden rented a car?","14","NonProj","Yes","Jayden doesn&quotechart have a driver&quotechars license",13
298,8294,"Isabella ate a steak on Sunday","M","M","7","Christopher","factH","Larry","establish","Did Kevin establish that Isabella ate a steak on Sunday?","7","NonProj","No","Isabella is from Argentina",14
298,7080,"Olivia sleeps until noon","M","F","4","Susan","factH","Scott","annoyed","Is Jerry annoyed that Olivia sleeps until noon?","4","NonProj","Yes","Olivia works the third shift",15
298,7942,"Madison had a baby",NA,"M","control5","Richard",NA,NA,"control","Did Madison have a baby?","control5","control","No","Trish sent Madison a card",16
298,13604,"Josie went on vacation to France","M","M","2","Paul","factL","Gary","demonstrate","Did Scott demonstrate that Josie went on vacation to France?","2","C","Yes","Josie doesn&quotechart have a passport",17
298,15035,"Hendrick&quotechars car was expensive",NA,"F","control6","Sarah",NA,NA,"control","Was Hendrick&quotechars car expensive?","control6","control","No","Hendrick just bought a car",18
298,6919,"Mary is pregnant","M","F","1","Sandra","factH","Benjamin","prove","Did Patrick prove that Mary is pregnant?","1","C","No","Mary is taking a prenatal yoga class",19
298,4067,"Vanessa is good at math",NA,"M","control4","Paul",NA,NA,"control","Is Vanessa good at math?","control4","control","No","Vanessa won a prize at school",20
298,9772,"Mia drank 2 cocktails last night","M","M","6","Richard","factL","Ronald","inform_Sam","Did Ray inform Sam that Mia drank 2 cocktails last night?","6","C","Yes","Mia is a nun",21
298,6361,"Charley speaks Spanish","F","F","20","Helen","factH","Laura","reveal","Did Anna reveal that Charley speaks Spanish?","20","NonProj","Yes","Charley lives in Mexico",22
298,8555,"Jon walks to work","F","M","19","Robert","factH","Shirley","be_right_that","Is Ruth right that Jon walks to work?","19","C","No","Jon lives 2 blocks away from work",23
298,8053,"Owen shoveled snow last winter","F","F","17","Donna","factL","Rebecca","say","Did Cynthia say that Owen shoveled snow last winter?","17","C","No","Owen lives in New Orleans",24
298,5559,"Danny ate the last cupcake","F","F","11","Jennifer","factH","Rachel","announce","Did Amanda announce that Danny ate the last cupcake?","11","C","Yes","Danny loves cake",25
298,5809,"Jackson ran 10 miles","F","F","13","Jessica","factL","Joyce","think","Does Laura think that Jackson ran 10 miles?","13","NonProj","No","Jackson is obese",26
298,25053,"Josh learned to ride a bike yesterday","F","M","16","Thomas","factH","Janet","suggest","Did Sharon suggest that Josh learned to ride a bike yesterday?","16","C","No","Josh is a 5-year old boy",27
299,37680,"Jackson ran 10 miles","F","F","13","Ashley","factL","Laura","demonstrate","Did Laura demonstrate that Jackson ran 10 miles?","13","C","Yes","Jackson is obese",2
299,4893,"Todd played football in high school",NA,"F","control3","Dorothy",NA,NA,"control","Did Todd play football in high school?","control3","control","No","Todd goes to the gym 3 times a week",3
299,2188,"Zack is coming to the meeting tomorrow",NA,"F","control1","Sarah",NA,NA,"control","Is Zack coming to the meeting tomorrow?","control1","control","No","Zack is a member of the golf club",4
299,4443,"Frank got a cat","F","M","12","George","factL","Brenda","annoyed","Is Melissa annoyed that Frank got a cat?","12","NonProj","Yes","Frank is allergic to cats",5
299,10092,"Julian dances salsa","F","F","18","Carol","factL","Heather","know","Does Kathleen know that Julian dances salsa?","18","NonProj","Yes","Julian is German",6
299,23345,"Owen shoveled snow last winter","F","M","17","Thomas","factH","Janet","pretend","Did Cynthia pretend that Owen shoveled snow last winter?","17","NonProj","No","Owen lives in Chicago",7
299,8238,"Emily bought a car yesterday","M","F","8","Sarah","factL","Scott","be_right_that","Is Brian right that Emily bought a car yesterday?","8","C","No","Emily never has any money",8
299,5834,"Mia drank 2 cocktails last night","M","M","6","Christopher","factH","Timothy","acknowledge","Did Ray acknowledge that Mia drank 2 cocktails last night?","6","C","Yes","Mia is a college student",9
299,9383,"Isabella ate a steak on Sunday","M","F","7","Lisa","factL","Eric","establish","Did Kevin establish that Isabella ate a steak on Sunday?","7","NonProj","No","Isabella is a vegetarian",10
299,4954,"Josie went on vacation to France","M","M","2","David","factL","Raymond","admit","Did Scott admit that Josie went on vacation to France?","2","C","Yes","Josie doesn&quotechart have a passport",11
299,2362,"Vanessa is good at math",NA,"M","control4","Richard",NA,NA,"control","Is Vanessa good at math?","control4","control","No","Vanessa won a prize at school",12
299,1795,"Mary&quotechars aunt is sick",NA,"F","control2","Lisa",NA,NA,"control","Is Mary&quotechars aunt sick?","control2","control","No","Mary visited her aunt on Sunday",13
299,4682,"Grace visited her sister","M","F","9","Karen","factH","Nicholas","inform_Sam","Did Andrew inform Sam that Grace visited her sister?","9","C","Yes","Grace loves her sister",14
299,8234,"Emma studied on Saturday morning","M","F","3","Susan","factH","Justin","confirm","Did Justin confirm that Emma studied on Saturday morning?","3","C","Yes","Emma is in law school",15
299,3635,"Danny ate the last cupcake","F","F","11","Jessica","factH","Julie","reveal","Did Amanda reveal that Danny ate the last cupcake?","11","NonProj","Yes","Danny loves cake",16
299,4547,"Hendrick&quotechars car was expensive",NA,"F","control6","Michelle",NA,NA,"control","Was Hendrick&quotechars car expensive?","control6","control","No","Hendrick just bought a car",17
299,11068,"Mary is pregnant","M","F","1","Linda","factL","Ryan","prove","Did Patrick prove that Mary is pregnant?","1","C","Yes","Mary is a middle school student",18
299,5185,"Jayden rented a car","F","M","14","Kenneth","factH","Rebecca","confess","Did Stephanie confess that Jayden rented a car?","14","C","Yes","Jayden&quotechars car is in the shop",19
299,4265,"Tony had a drink last night","F","M","15","Richard","factL","Angela","see","Did Rebecca see that Tony had a drink last night?","15","NonProj","Yes","Tony has been sober for 20 years",20
299,4648,"Charley speaks Spanish","F","F","20","Dorothy","factL","Christina","hear","Did Anna hear that Charley speaks Spanish?","20","C","Yes","Charley lives in Korea",21
299,7028,"Sophia got a tattoo","M","F","5","Helen","factH","Jerry","think","Does Ben think that Sophia got a tattoo?","5","NonProj","No","Sophia is a hipster",22
299,4837,"Zoe calculated the tip","M","F","10","Michelle","factL","Larry","discover","Did Tim discover that Zoe calculated the tip?","10","NonProj","Yes","Zoe is 5 years old",23
299,1983,"Madison had a baby",NA,"F","control5","Linda",NA,NA,"control","Did Madison have a baby?","control5","control","No","Trish sent Madison a card",24
299,6023,"Jon walks to work","F","M","19","William","factH","Virginia","say","Did Ruth say that Jon walks to work?","19","C","No","Jon lives 2 blocks away from work",25
299,9886,"Josh learned to ride a bike yesterday","F","M","16","Paul","factH","Nicole","announce","Did Sharon announce that Josh learned to ride a bike yesterday?","16","C","No","Josh is a 5-year old boy",26
299,6270,"Olivia sleeps until noon","M","F","4","Kimberly","factH","Jacob","suggest","Did Jerry suggest that Olivia sleeps until noon?","4","C","No","Olivia works the third shift",27
300,126698,"Isabella ate a steak on Sunday","M","F","7","Betty","factL","Ryan","annoyed","Is Kevin annoyed that Isabella ate a steak on Sunday?","7","NonProj","No","Isabella is a vegetarian",2
300,8782,"Zoe calculated the tip","M","F","10","Michelle","factL","Patrick","know","Does Tim know that Zoe calculated the tip?","10","NonProj","No","Zoe is 5 years old",3
300,4168,"Mary&quotechars aunt is sick",NA,"F","control2","Michelle",NA,NA,"control","Is Mary&quotechars aunt sick?","control2","control","No","Mary visited her aunt on Sunday",4
300,4960,"Todd played football in high school",NA,"M","control3","Mark",NA,NA,"control","Did Todd play football in high school?","control3","control","No","Todd goes to the gym 3 times a week",5
300,5920,"Frank got a cat","F","F","12","Lisa","factL","Shirley","inform_Sam","Did Melissa inform Sam that Frank got a cat?","12","C","Yes","Frank is allergic to cats",6
300,16384,"Mary is pregnant","M","M","1","Steven","factL","Brandon","be_right_that","Is Patrick right that Mary is pregnant?","1","C","No","Mary is a middle school student",7
300,11062,"Charley speaks Spanish","F","F","20","Sandra","factH","Diane","suggest","Did Anna suggest that Charley speaks Spanish?","20","C","No","Charley lives in Mexico",8
300,7846,"Jon walks to work","F","F","19","Linda","factH","Amanda","confess","Did Ruth confess that Jon walks to work?","19","C","Yes","Jon lives 2 blocks away from work",9
300,5216,"Sophia got a tattoo","M","M","5","Christopher","factL","Larry","acknowledge","Did Ben acknowledge that Sophia got a tattoo?","5","C","Yes","Sophia is a high end fashion model",10
300,4992,"Olivia sleeps until noon","M","F","4","Margaret","factH","Benjamin","prove","Did Jerry prove that Olivia sleeps until noon?","4","C","No","Olivia works the third shift",11
300,3864,"Tony had a drink last night","F","M","15","David","factL","Joyce","reveal","Did Rebecca reveal that Tony had a drink last night?","15","NonProj","Yes","Tony has been sober for 20 years",12
300,50096,"Grace visited her sister","M","F","9","Jessica","factH","Jeffrey","think","Does Andrew think that Grace visited her sister?","9","NonProj","No","Grace loves her sister",13
300,5552,"Zack is coming to the meeting tomorrow",NA,"F","control1","Helen",NA,NA,"control","Is Zack coming to the meeting tomorrow?","control1","control","No","Zack is a member of the golf club",14
300,2248,"Madison had a baby",NA,"M","control5","Christopher",NA,NA,"control","Did Madison have a baby?","control5","control","No","Trish sent Madison a card",15
300,7936,"Julian dances salsa","F","F","18","Elizabeth","factH","Amy","admit","Did Kathleen admit that Julian dances salsa?","18","C","No","Julian is Cuban",16
300,7560,"Josh learned to ride a bike yesterday","F","M","16","Matthew","factH","Catherine","announce","Did Sharon announce that Josh learned to ride a bike yesterday?","16","C","Yes","Josh is a 5-year old boy",17
300,4688,"Jackson ran 10 miles","F","F","13","Nancy","factL","Laura","establish","Did Laura establish that Jackson ran 10 miles?","13","NonProj","No","Jackson is obese",18
300,4976,"Owen shoveled snow last winter","F","F","17","Sarah","factH","Nicole","see","Did Cynthia see that Owen shoveled snow last winter?","17","NonProj","Yes","Owen lives in Chicago",19
300,2360,"Hendrick&quotechars car was expensive",NA,"M","control6","Steven",NA,NA,"control","Was Hendrick&quotechars car expensive?","control6","control","No","Hendrick just bought a car",20
300,4248,"Danny ate the last cupcake","F","F","11","Susan","factL","Sharon","discover","Did Amanda discover that Danny ate the last cupcake?","11","NonProj","Yes","Danny is a diabetic",21
300,4064,"Josie went on vacation to France","M","F","2","Helen","factL","Brian","hear","Did Scott hear that Josie went on vacation to France?","2","C","Yes","Josie doesn&quotechart have a passport",22
300,8520,"Mia drank 2 cocktails last night","M","F","6","Dorothy","factH","Andrew","pretend","Did Ray pretend that Mia drank 2 cocktails last night?","6","NonProj","No","Mia is a college student",23
300,6000,"Jayden rented a car","F","M","14","Mark","factL","Janet","demonstrate","Did Stephanie demonstrate that Jayden rented a car?","14","C","Yes","Jayden doesn&quotechart have a driver&quotechars license",24
300,2416,"Vanessa is good at math",NA,"F","control4","Susan",NA,NA,"control","Is Vanessa good at math?","control4","control","No","Vanessa won a prize at school",25
300,3600,"Emma studied on Saturday morning","M","F","3","Karen","factH","Alexander","say","Did Justin say that Emma studied on Saturday morning?","3","C","No","Emma is in law school",26
300,4064,"Emily bought a car yesterday","M","M","8","William","factH","Scott","confirm","Did Brian confirm that Emily bought a car yesterday?","8","C","No","Emily has been saving for a year",27
301,20231,"Todd played football in high school",NA,"M","control3","Thomas",NA,NA,"control","Did Todd play football in high school?","control3","control","No","Todd goes to the gym 3 times a week",2
301,35280,"Julian dances salsa","F","M","18","Matthew","factL","Shirley","think","Does Kathleen think that Julian dances salsa?","18","NonProj","No","Julian is German",3
301,18206,"Josh learned to ride a bike yesterday","F","F","16","Elizabeth","factH","Sharon","see","Did Sharon see that Josh learned to ride a bike yesterday?","16","NonProj","Yes","Josh is a 5-year old boy",4
301,24314,"Olivia sleeps until noon","M","F","4","Donna","factH","Patrick","say","Did Jerry say that Olivia sleeps until noon?","4","C","No","Olivia works the third shift",5
301,18316,"Frank got a cat","F","M","12","Robert","factH","Cynthia","establish","Did Melissa establish that Frank got a cat?","12","NonProj","No","Frank has always wanted a pet",6
301,10067,"Vanessa is good at math",NA,"M","control4","Matthew",NA,NA,"control","Is Vanessa good at math?","control4","control","No","Vanessa won a prize at school",7
